,Title,Description,Link
42,Introduction to HTML5,"Thanks to a growing number of software programs, it seems as if anyone can make a webpage. But what if you actually want to understand how the page was created? There are great textbooks and online resources for learning web design, but most of those resources require some background knowledge. This course is designed to help the novice who wants to gain confidence and knowledge.  We will explore the theory (what actually happens when you click on a link on a webpage?), the practical (what do I need to know to make my own page?), and the overlooked (I have the code, but how do I put it on the web to share with others?). Throughout the course there will be a strong emphasis on adhering to syntactic standards for validation and semantic standards to promote wide accessibility for users with disabilities.

This course will appeal to a wide variety of people, but specifically those who would like a step-by-step description of the basics. There are no prerequisites for this course and it is assumed that students have no prior programming skills or IT experience. The course will culminate in a small final project that will require the completion of a very simple page with links and images. The focus of this course is on the basics, not appearance. You can see a sample final HTML page at https://example-site-1--wd4ehtml.repl.co/ .

This is the first course in the Web Design For Everybody specialization. Subsequent courses focus on the marketable skills of styling the page with CSS3, adding interactivity with JavaScript and enhancing the styling with responsive design.",https://www.coursera.org/learn/html
43,Python Data Structures,"This course will introduce the core data structures of the Python programming language. We will move past the basics of procedural programming and explore how we can use the Python built-in data structures such as lists, dictionaries, and tuples to perform increasingly complex data analysis. This course will cover Chapters 6-10 of the textbook “Python for Everybody”.  This course covers Python 3.",https://www.coursera.org/learn/python-data
44,"Graph Search, Shortest Paths, and Data Structures","The primary topics in this part of the specialization are: data structures (heaps, balanced search trees, hash tables, bloom filters), graph primitives (applications of breadth-first and depth-first search, connectivity, shortest paths), and their applications (ranging from deduplication to social network analysis).",https://www.coursera.org/learn/algorithms-graphs-data-structures
45,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"In this project-centered course you will build a modern software hierarchy, designed to enable the translation and execution of object-based, high-level languages on a bare-bone computer hardware platform. In particular, you will implement a virtual machine and a compiler for a simple, Java-like programming language, and you will develop a basic operating system that closes gaps between the high-level language and the underlying hardware platform. In the process, you will gain a deep, hands-on understanding of numerous topics in applied computer science, e.g. stack processing, parsing, code generation, and classical algorithms and data structures for memory management, vector graphics, input-output handling, and various other topics that lie at the very core of every modern computer system. This is a self-contained course: all the knowledge necessary to succeed in the course and build the various systems will be given as part of the learning experience. The only prerequisite is knowledge of programming at the level acquired in introduction to computer science courses. All the software tools and materials that are necessary to complete the course will be supplied freely after you enrol in the course.

This course is accompanied by the textbook ""The Elements of Computing Systems"" (Nisan and Schocken, MIT Press). While not required for taking the course, the book provides a convenient coverage of all the course topics. The book is available in either hardcopy or ebook form, and MIT Press is offering a 30% discount off the cover price by using the discount code MNTT30 at https://mitpress.mit.edu/books/elements-computing-systems. 

The course consists of six modules, each comprising a series of video lectures, and a project. You will need about 2-3 hours to watch each module's lectures, and about 15 hours to complete each one of the six projects. The course can be completed in six weeks, but you are welcome to take it at your own pace. You can watch a TED talk about this course by Googling ""nand2tetris TED talk"". 

*About Project-Centered Courses: Project-centered courses are designed to help you complete a personally meaningful real-world project, with your instructor and a community of learners with similar goals providing guidance and suggestions along the way. By actively applying new concepts as you learn, you’ll master the course content more efficiently; you’ll also get a head start on using the skills you gain to make positive changes in your life and career. When you complete the course, you’ll have a finished project that you’ll be proud to use and share.",https://www.coursera.org/learn/nand2tetris2
46,Agile with Atlassian Jira,"This course discusses common foundational principles and practices used by agile methodologies, providing you with a flexible set of tools to use in your role (e.g. product owner, scrum master, project manager, team member) on an agile team. Learn agile and lean principles, including kanban and scrum, and use Jira Software Cloud as the tool to apply hands-on exercises in these topics. The course includes instruction on company-managed and team-managed Jira projects.  After completing this course, you will have a strong foundational understanding of agile principles and practices and hands-on experience with Jira Software Cloud. Site administrators will be able to perform basic administration tasks. You will be able to continuously configure your Jira projects to match your team's custom agile methodology.

Once completing this course, you will be prepared to earn your first Atlassian credential: https://go.atlassian.com/coursera-apb-330

*You can use a free Jira Software Cloud site to complete the hands-on labs associated with this course. This will require a Windows, Mac, or Linux computer.",https://www.coursera.org/learn/agile-atlassian-jira
47,Programming for a Networked World ,"Want to learn the basics of computer programming in a fun and innovative way? This course introduces computer programming using an educational block-based visual programming environment called NetsBlox (https://editor.netsblox.org/), emphasizing modern computer science concepts like networking, the internet, and distributed computing. The curriculum is hands-on, focusing on translating ideas into working computer programs and developing a mastery of practical computational literacy. After completing this course, you will have a solid foundation to learn professional languages like Python, Java, etc. The course is especially suitable for K12 teachers and students who want to get a gentle introduction to computer science.",https://www.coursera.org/learn/programming-for-a-networked-world
48,Software Architecture Patterns for Big Data,"The course is intended for individuals looking to understand the architecture patterns necessary to take large software systems that make use of big data to production. You will transform big data prototypes into high quality tested production software. After measuring the performance characteristics of distributed systems, you will identify trouble areas and implement scalable solutions to improve performance. Upon completion of the course you will know how to scale production data stores to perform under load, designing load tests to ensure applications meet performance requirements.

This course can be taken for academic credit as part of CU Boulder’s MS in Data Science or MS in Computer Science degrees offered on the Coursera platform. These fully accredited graduate degrees offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Data Science: https://www.coursera.org/degrees/master-of-science-data-science-boulder 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder",https://www.coursera.org/learn/software-architecture-patterns-for-big-data
49,Search Engines for Web and Enterprise Data,"This course introduces the technologies behind web and search engines, including document indexing, searching and ranking. You will also learn different performance metrics for evaluating search quality, methods for understanding user intent and document semantics, and advanced applications including recommendation systems and summarization. Real-life examples and case studies are provided to reinforce the understanding of search algorithms.",https://www.coursera.org/learn/search-engine
50,Hands-on Introduction to Linux Commands and Shell Scripting,"This course provides a practical understanding of common Linux / UNIX shell commands. In this beginner friendly course, you will learn about the Linux basics, Shell commands, and Bash shell scripting.    You will begin this course with an introduction to Linux and explore the Linux architecture. You will interact with the Linux Terminal, execute commands, navigate directories, edit files, as well as install and update software. 

Next, you’ll become familiar with commonly used Linux commands. You will work with general purpose commands like id, date, uname, ps, top, echo, man; directory management commands such as pwd, cd, mkdir, rmdir, find, df; file management commands like cat, wget, more, head, tail, cp, mv, touch, tar, zip, unzip; access control command chmod; text processing commands - wc, grep, tr; as well as networking commands - hostname, ping, ifconfig and curl.  

You will then move on to learning the basics of shell scripting to automate a variety of tasks. You’ll create simple to more advanced shell scripts that involve Metacharacters, Quoting, Variables, Command substitution, I/O Redirection, Pipes & Filters, and Command line arguments. You will also schedule cron jobs using crontab. 

The course includes both video-based lectures as well as hands-on labs to practice and apply what you learn. You will have no-charge access to a virtual Linux server that you can access through your web browser, so you don't need to download and install anything to complete the labs. 

You’ll end this course with a final project as well as a final exam. In the final project you will demonstrate your knowledge of course concepts by performing your own Extract, Transform, and Load (ETL) process and create a scheduled backup script. 

This course is ideal for data engineers, data scientists, software developers, and cloud practitioners who want to get familiar with frequently used commands on Linux, MacOS and other Unix-like operating systems as well as get started with creating shell scripts.",https://www.coursera.org/learn/hands-on-introduction-to-linux-commands-and-shell-scripting
51,Operations Research (1): Models and Applications,"Operations Research (OR) is a field in which people use mathematical and engineering methods to study optimization problems in Business and Management, Economics, Computer Science, Civil Engineering, Industrial Engineering, etc. This course introduces frameworks and ideas about various types of optimization problems in the business world. In particular, we focus on how to formulate real business problems into mathematical models that can be solved by computers.",https://www.coursera.org/learn/operations-research-modeling
52,Introduction to Medical Software,"In this class, we present a broad overview of the field of medical software.  You will learn from Yale professors and a series of industry experts who connect the course concepts to their real world applications. We begin by discussing medical device regulatory structures, data privacy and cybersecurity regulations, and key support technologies such quality management systems and risk management. We then take a detailed look at the medical software life cycle, starting with identifying user needs, mapping these to system requirements and then the process of software design, coding, testing and validation. We continue by exploring issues related to the use of machine learning techniques in medical applications from both a software engineering and a regulatory perspective. We conclude with a discussion of the business and management issues in this area focusing on the impact on digital health on modern healthcare and issues related to starting new ventures.

This is a class aimed at either third- or fourth-year undergraduates in computer science, biomedical engineering, and related fields, and to junior software engineers currently either working in, or interested in moving to, the medical device industry.",https://www.coursera.org/learn/introduction-to-medical-software
53,Getting Started with Git and GitHub,"Get started with Git and GitHub in this self-paced, introductory course! You’ll become familiar with collaborative version control and popular Git platforms. Collaboration and social coding are crucial parts of contemporary Software Engineering practices and the DevOps culture.  You will begin this course with an overview of Git and Github fundamentals and explore key Git concepts such as branching and repositories, as well as the use of Git commands. You will also learn and practice various Git concepts such as forking, cloning and merging workflows using hands-on labs. And you’ll learn to use GitHub to work effectively as a team, and perform common Git operations, from both the Web UI and command line. 

The course wraps up with a final project where you will start building your portfolio by creating and sharing a public/open-source GitHub project. By completing this course you will demonstrate your Git and Github skills as well as add a project to your resume! 

All hands-on activities in this course can be performed using web-browser based tools and interfaces. Installation of any specialized software is NOT required on your own computer in order to complete the course.",https://www.coursera.org/learn/getting-started-with-git-and-github
54,Monitoring and Observability for Development and DevOps,"Application developers and DevOps professionals must ensure their app works at its best. However, these app may need help with bugs, slow speed, or subpar performance. Professionals need to monitor and observe its performance continually. Application monitoring involves identifying, measuring, and evaluating the effectiveness of an application. On the other hand, Observability refers to how well an app can be monitored by the data obtained from monitoring. Both monitoring and observability are necessary to gain insights into the system and ensure its proper functioning.

This course thoroughly introduces monitoring and observability, covering fundamental concepts and popular tools like Prometheus, Grafana, Mezmo (LogDNA), and Instana. You will also learn about the three pillars of observability and tracing for container applications and gain hands-on experience with the OpenTelemetry framework.

Throughout the course, you will complete interactive hands-on labs to apply your knowledge, and gain experience with the tools and techniques used by software and DevOps professionals.

By the end of this course, you will be able to demonstrate your knowledge of monitoring and observability, and you will gain the confidence to perform these tasks in a practical setting.",https://www.coursera.org/learn/monitoring-and-observability-for-development-and-devops
55,Programming with JavaScript,"JavaScript is the programming language that powers the modern web. In this course, you will learn the basic concepts of web development with JavaScript. You will work with functions, objects, arrays, variables, data types, the HTML DOM, and much more. You will learn how to use JavaScript and discover interactive possibilities with modern JavaScript technologies. Finally, you will learn about the practice of testing code and how to write a unit test using Jest.",https://www.coursera.org/learn/programming-with-javascript
56,Principles of UX/UI Design,"Learn the fundamentals of User Experience (UX) research and design. Become immersed in the UX process of identifying problems and iterating and testing designs to find appropriate solutions. You’ll learn how to empathize with users through best-practice research approaches, and create common UX artifacts such as user personas. And you’ll use UX insights to make appropriate design decisions.  By utilizing the User Interface (UI) design process, you will be able to create wireframes for features in Figma, and turn them into Minimum Viable Product (MVP) style prototypes from your mockups. You’ll also learn the core principles of design such as hierarchy and the use of grids.

By the end of this course you will be able to: 

• Design digital products that create value and solve a user's problems in meaningful ways. 
• Recognize what constitutes successful UX UI and evaluate existing interfaces for design consistency and quality.
•  Identify best practice interaction design methods and evaluate and improve your own and others' designs.
•  Create, share and test your UX UI designs following best practice guidelines.

This is a beginner course for learners who would like to prepare themselves for a career in UX  UI development. To succeed in this course, you do not need prior development experience, only basic internet navigation skills and an eagerness to learn.",https://www.coursera.org/learn/principles-of-ux-ui-design
57,Introduction to High-Performance and Parallel Computing,"This course introduces the fundamentals of high-performance and parallel computing. It is targeted to scientists, engineers, scholars, really everyone seeking to develop the software skills necessary for work in parallel software environments. These skills include big-data analysis, machine learning, parallel programming, and optimization. We will cover the basics of Linux environments and bash scripting all the way to high throughput computing and parallelizing code. We recommend you are familiar with either Fortran 90, C++, or Python to complete some of the programming assignments.  After completing this course, you will familiar with:

*The components of a high-performance distributed computing system
*Types of parallel programming models and the situations in which they might be used
*High-throughput computing
*Shared memory parallelism
*Distributed memory parallelism
*Navigating a typical Linux-based HPC environment
*Assessing and analyzing application scalability including weak and strong scaling
*Quantifying the processing, data, and cost requirements for a computational project or workflow

This course can be taken for academic credit as part of CU Boulder’s Master of Science in Data Science (MS-DS) degree offered on the Coursera platform. The MS-DS is an interdisciplinary degree that brings together faculty from CU Boulder’s departments of Applied Mathematics, Computer Science, Information Science, and others. With performance-based admissions and no application process, the MS-DS is ideal for individuals with a broad range of undergraduate education and/or professional experience in computer science, information science, mathematics, and statistics. Learn more about the MS-DS program at https://www.coursera.org/degrees/master-of-science-data-science-boulder.",https://www.coursera.org/learn/introduction-high-performance-computing
58,Developing Back-End Apps with Node.js and Express,"In a recent Stack Overflow survey, Node.js was used by about 50% of the developers who answered the survey, making it the most used server-side technology. Express ranked as the fourth most popular web technology overall, making it the most popular server-side web framework.    In this course, you will focus on Node.js and Express. Specifically, you will 

- develop applications using asynchronous callbacks and promises

- create REST APIs and perform CRUD operations

- implement authentication and session management

Throughout the course, you will complete numerous hands-on labs to gain practical experience. At the end of the course, you will demonstrate your Node skills with a final project to build your portfolio.
 
This course will help you succeed as a back-end or full-stack developer. It suits those in IT looking to step up in their careers or new graduates seeking to establish their server-side skills. This course suits those who need to manage cloud-centric projects.

Note: This course requires knowledge of JavaScript and Git.",https://www.coursera.org/learn/developing-backend-apps-with-nodejs-and-express
59,Coding Interview Preparation,"The final course in this program will help prepare you for the unique aspects of a coding job interview, with approaches to problem-solving and computer science foundations needed to land the job. Ultimately you’ll gain strategic insights and tips for successful interviewing.  By the end of this course, you'll have knowledge of:
•  Appropriate communication during a coding interview
•  Successful interviewing strategies
• Using pseudocode
•  The fundamentals of computer science
• The capabilities of data structures and how to implement them
• How to review data structures in the context of coding interviews
•  The concept of algorithms and common approaches to working with them
•  How to visualize an algorithm
•  Combining new and previously learned coding patterns to solve problems

Ideally, you should have completed all the courses in this professional certificate.",https://www.coursera.org/learn/coding-interview-preparation
60,Computer Vision Basics,"By the end of this course, learners will understand what computer vision is, as well as its mission of making computers see and interpret the world as humans do, by learning core concepts of the field and receiving an introduction to human vision capabilities. They are equipped to identify some key application areas of computer vision and understand the digital imaging process. The course covers crucial elements that enable computer vision: digital signal processing, neuroscience and artificial intelligence. Topics include color, light and image formation; early, mid- and high-level vision; and mathematics essential for computer vision. Learners will be able to apply mathematical techniques to complete computer vision tasks.  This course is ideal for anyone curious about or interested in exploring the concepts of computer vision. It is also useful for those who desire a refresher course in mathematical concepts of computer vision. Learners should have basic programming skills and experience (understanding of for loops, if/else statements), specifically in MATLAB (Mathworks provides the basics here: https://www.mathworks.com/learn/tutorials/matlab-onramp.html). Learners should also be familiar with the following: basic linear algebra (matrix vector operations and notation), 3D co-ordinate systems and transformations, basic calculus (derivatives and integration) and basic probability (random variables).  

Material includes online lectures, videos, demos, hands-on exercises, project work, readings and discussions. Learners gain experience writing computer vision programs through online labs using MATLAB* and supporting toolboxes.

 * A free license to install MATLAB for the duration of the course is available from MathWorks.",https://www.coursera.org/learn/computer-vision-basics
61,Introduction to 3D Modeling,"On this four-week practical course from the University of Michigan, you’ll not only learn how to use the Rhino software to create your 3D models, but you’ll also gain basic design skills to help bring your imagination to life. This course will guide you through 3D modeling within Rhino, so you’ll cover the fundamentals of the software as well as 3D modeling in general. You’ll first look at how to navigate the user interface and the different tools that you’ll be using to create models throughout this course. You’ll familiarize yourself with the 3D space and 3D objects before jumping straight in to create your own objects and building blocks.  Design is a vital part of 3D modeling. You can be a master of the software but if you aren’t aware of fundamental design concepts, you won’t be able to truly unleash your potential. You’ll build your basic design skills by looking at line, shape, form, and space, before creating and editing 2D line forms that you’ll transform into patterned mandalas and 3D tile wall designs. 

This course will guide you through the concept of profile modeling and will allow you to utilize 3D surface and 3D solid modeling tools to create and edit more complex designs. To round out your foundational knowledge, you’ll dive into 3D rendering and creating 3D printable models. Then, once you’ve completed each step of the course, you can bring your newfound skills together into one final 3D modeling project.

This course has been designed for anyone interested in 3D design and learning how to use 3D modeling software. You don’t need any previous knowledge or experience to benefit from this course. It will be particularly useful to Architects, Designers, Engineers, or anyone studying in these fields.",https://www.coursera.org/learn/introduction-to-3d-modeling
62,Learn to Program: Crafting Quality Code,"Not all programs are created equal.  In this course, we'll focus on writing quality code that runs correctly and efficiently.  We'll design, code and validate our programs and learn how to compare programs that are addressing the same task.",https://www.coursera.org/learn/program-code
63,Building Web Applications in PHP,"In this course, you'll explore the basic structure of a web application, and how a web browser interacts with a web server. You'll be introduced to the request/response cycle, including GET/POST/Redirect. You'll also gain an introductory understanding of Hypertext Markup Language (HTML), as well as the basic syntax and data structures of the PHP language, variables, logic, iteration, arrays, error handling, and superglobal variables, among other elements. An introduction to Cascading Style Sheets (CSS) will allow you to style markup for webpages. Lastly, you'll gain the skills and knowledge to install and use an integrated PHP/MySQL environment like XAMPP or MAMP.",https://www.coursera.org/learn/web-applications-php
64,React Basics,"React is a powerful JavaScript library that you can use to build user interfaces for web and mobile applications (apps). In this course, you will explore the fundamental concepts that underpin the React library and learn the basic skills required to build a simple, fast, and scalable app. By the end of this course, you will be able to:
• Use reusable components to render views where data changes over time
• Create more scalable and maintainable websites and apps 
• Use props to pass data between components 
• Create dynamic and interactive web pages and apps
• Use forms to allow users to interact with the web page 
• Build an application in React

You’ll gain experience with the following tools and software: 
• React.js
• JSX
• React
• HTML, CSS and JavaScript 
• VSCode

You will be able to leverage the potential of this course to develop new skills, improve productivity, act effectively with data and boost your career.

This is a beginner course for learners who would like to prepare themselves for a career in mobile development. To succeed in this course, you do not need prior development experience, only basic internet navigation skills and an eagerness to get started with coding.",https://www.coursera.org/learn/react-basics
65,Cryptography,"This course will introduce you to the foundations of modern cryptography, with an eye toward practical applications.",https://www.coursera.org/learn/cryptography
66,Design Computing: 3D Modeling in Rhinoceros with Python/Rhinoscript,"Why should a designer learn to code? As our world is increasingly impacted by the use of algorithms, designers must learn how to use and create design computing programs. Designers must go beyond the narrowly focused use of computers in the automation of simple drafting/modeling tasks and instead explore the extraordinary potential digitalization holds for design culture/practice.

Structured around a series of fundamental design problems, this course will show you Python code in terms of its rules and syntax, and what we can do with it in its application and design. So, by the end of this course, you will know the fundamentals of Python and Rhino script, but importantly, through the lens of their application in geometrically focused design lessons and exercises.


Subjects covered in this course
- An introduction to Design Computing as a subject and why designers should learn to code.

- The fundamentals of coding in the Python scripting language. By the end of the course students will be familiar with the basic structure and syntax of this language.

- The understanding and application of Rhinoscriptsyntax, a native coding language in Rhinoceros that’s imported into Python, which allows one to create and control geometries through authoring code.

- The application of Procedural Logics - the structuring of coding systems to produce variable geometric form.

- The output of geometries in still and animate forms.",https://www.coursera.org/learn/3d-modeling-rhinoscript
67,VFX with Adobe After Effects from Novice to Expert,"Embark on a transformative journey into Adobe After Effects, gaining fundamental and advanced skills. Explore the intricacies of the interface, create compositions and master timeline dynamics. Dive into hands-on experiences, shaping proficiency in animation, advanced text techniques, and masking for enhanced visual effects. Discover the profound impact of light, colors, and perspective, refining chroma keying, compositing, and motion tracking skills. Immerse yourself in 3D integration, lighting, and tracking for dynamic storytelling. Master advanced techniques like Graph Editor precision, keyframe intricacies, and 3D text creation. Elevate skills in keying, particle systems, and cutting-edge special effects, crafting polished compositions. Conclude with foundational color correction, Lumetri Panel mastery, and effective portfolio building. By the end of this course, you'll:

1) Acquire a robust set of skills in Adobe After Effects. 
2) Proficiently navigate the After Effects interface, master the art of composition creation and effectively manipulate the timeline for seamless animations. 
3) Understand the profound impact of light, colors, and perspective, employing chroma keying, compositing, and motion tracking for impactful visual storytelling. 
4) Your skills will culminate in advanced keying, particle systems, and special effects, resulting in polished and visually engaging compositions. 

The course concludes with proficiency in color correction, mastery of the Lumetri Panel, and effective portfolio-building strategies, ensuring you are well-equipped for professional success in Adobe After Effects.",https://www.coursera.org/learn/vfx-with-adobe-after-effects-from-novice-to-expert
68,The Arduino Platform and C Programming,"The Arduino is an open-source computer hardware/software platform for building digital devices and interactive objects that can sense and control the physical world around them. In this class you will learn how the Arduino platform works in terms of the physical board and libraries and the IDE (integrated development environment). You will also learn about shields, which are smaller boards that plug into the main Arduino board to perform other functions such as sensing light, heat, GPS tracking, or providing a user interface display. The course will also cover programming the Arduino using C code and accessing the pins on the board via the software to control external devices. Please note that this course does not include discussion forums. Upon completing this course, you will be able to:
1.       Outline the composition of the Arduino development board
2.       Describe what it means to program the board's firmware
3.       Read board schematics
4.       Install Arduino IDE
5.       Describe what ""shields"" are and how they are used
6.       Specify the role of libraries in the use of shields
7.       Compile and run a program
8.       Name C Variables and Types
9.       Name common C operators
10.     Use conditionals and loops
11.     Explain functions, their definition and invocation
12.     Explain the implications of global variables
13.     Undertake the Arduino build process
14.     Describe the role of the tools behind the IDE
15.     Describe how to invoke functions in classes
16.     Explain the structure of an Arduino sketch
17.     Access the pins of the Arduino
18.     Differentiate between digital and analog pin
19.     Debug embedded software
20.     Explain the importance of controllability and observability in the debugging process
21.     Describe common debugging architectures for embedded systems
22.     Explain how the UART Serial communication protocol works
23.     Describe how the Arduino Serial library performs serial communication",https://www.coursera.org/learn/arduino-platform
69,"Introduction to Software, Programming, and Databases ","Take the next step in your IT professional journey with this self-paced, beginner friendly course! This course covers the basics of software, cloud computing, web browsers, application development concepts, programming languages, and database fundamentals.  You will first be introduced to computing platforms and software applications. You’ll learn about the software lifecycle, software compatibility across different platforms, and software versioning. You'll also learn about installing and managing web browsers, using extensions and plug-ins, and keeping them secure and updated. 

Next you will learn about basic programming concepts, coding logic, and the different programming languages like Python. You’ll move on to data and database fundamentals and learn how to use, interface with, access and backup databases. 

After completing this course, you'll have a better grasp of software processes and feel more confident about using and securing applications. From mobile phone operating systems to workplace database applications, this course covers a wide range of software. Discover the benefits of cloud-based technologies and see how using the cloud can help businesses create and deploy applications faster.  

To solidify your understanding and put your skills to the test, the course includes numerous hands-on labs. It ends with a final project where you’ll showcase your newfound expertise and demonstrate your understanding of software, programming, and databases.  

Enroll now to take the next step in developing expertise in IT Fundamentals.",https://www.coursera.org/learn/introduction-software-programming-and-databases
70,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","The primary topics in this part of the specialization are: asymptotic (""Big-oh"") notation, sorting and searching, divide and conquer (master method, integer and matrix multiplication, closest pair), and randomized algorithms (QuickSort, contraction algorithm for min cuts).",https://www.coursera.org/learn/algorithms-divide-conquer
71,Discrete Optimization,"Tired of solving Sudokus by hand? This class teaches you how to solve complex search problems with discrete optimization concepts and algorithms, including constraint programming, local search, and mixed-integer programming. Optimization technology is ubiquitous in our society. It schedules planes and their crews, coordinates the production of steel, and organizes the transportation of iron ore from the mines to the ports. Optimization clears the day-ahead and real-time markets to deliver electricity to millions of people. It organizes kidney exchanges and cancer treatments and helps scientists understand the fundamental fabric of life, control complex chemical reactions, and design drugs that may benefit billions of individuals.

This class is an introduction to discrete optimization and exposes students to some of the most fundamental concepts and algorithms in the field. It covers constraint programming, local search, and mixed-integer programming from their foundations to their applications for complex practical problems in areas such as scheduling, vehicle routing, supply-chain optimization, and resource allocation.",https://www.coursera.org/learn/discrete-optimization
72,"C++ For C Programmers, Part A",This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.,https://www.coursera.org/learn/c-plus-plus-a
73,Cyber Security Fundamentals,"This course is intended to provide a general introduction to key concepts in cyber security. It is aimed at anyone with a good general knowledge of information and communications technology. The nature, scope and importance of cyber security are explained, and key concepts are justified and explored. This includes examining the types of threat that cyber security must address, as well as the range of mechanisms, both technological and procedural, that can be deployed. The role of cryptography in providing security is explored, including how algorithms and keys play their part in enabling cyber security. The key supporting function played by key management is identified, including why the use of cryptographic functions depends on it.

The need for security management in an organisation is explained, and its main elements are introduced - including the key role played by risk management. The importance of standardised approaches to security management is explained, as is the notion of compliance.",https://www.coursera.org/learn/cyber-security-fundamentals
74,Problem Solving Using Computational Thinking,"Have you ever heard that computers ""think""? Believe it or not, computers really do not think. Instead, they do exactly what we tell them to do. Programming is, ""telling the computer what to do and how to do it."" Before you can think about programming a computer, you need to work out exactly what it is you want to tell the computer to do. Thinking through problems this way is Computational Thinking. Computational Thinking allows us to take complex problems, understand what the problem is, and develop solutions. We can present these solutions in a way that both computers and people can understand.

The course includes an introduction to computational thinking and a broad definition of each concept, a series of real-world cases that illustrate how computational thinking can be used to solve complex problems, and a student project that asks you to apply what they are learning about Computational Thinking in a real-world situation. This project will be completed in stages (and milestones) and will also include a final disaster response plan you'll share with other learners like you.

This course is designed for anyone who is just beginning programming, is thinking about programming or simply wants to understand a new way of thinking about problems critically. No prior programming is needed. The examples in this course may feel particularly relevant to a High School audience and were designed to be understandable by anyone.

You will learn:
-To define Computational Thinking components including abstraction, problem identification, decomposition, pattern recognition, algorithms, and evaluating solutions
-To recognize Computational Thinking concepts in practice through a series of real-world case examples
-To develop solutions through the application of Computational Thinking concepts to real world problems",https://www.coursera.org/learn/compthinking
75,Operations Research (2): Optimization Algorithms,"Operations Research (OR) is a field in which people use mathematical and engineering methods to study optimization problems in Business and Management, Economics, Computer Science, Civil Engineering, Electrical Engineering, etc. The series of courses consists of three parts, we focus on deterministic optimization techniques, which is a major part of the field of OR.
As the second part of the series, we study some efficient algorithms for solving linear programs, integer programs, and nonlinear programs.
We also introduce the basic computer implementation of solving different programs, integer programs, and nonlinear programs and thus an example of algorithm application will be discussed.",https://www.coursera.org/learn/operations-research-algorithms
76,Introduction to Computers and Office Productivity Software,"In this course, you will learn the following essential computer skills for the digital age: Major hardware components of a computer system
Different types of software on a computer system
Photo Editing using GIMP
Word processing applications, including MS Word, MS Excel, and MS PowerPoint",https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software
77,Python Basics,"This course introduces the basics of Python 3, including conditional execution and iteration as control structures, and strings and lists as data structures. You'll program an on-screen Turtle to draw pretty pictures. You'll also learn to draw reference diagrams as a way to reason about program executions, which will help to build up your debugging skills. The course has no prerequisites. It will cover Chapters 1-9 of the textbook ""Fundamentals of Python Programming,"" which is the accompanying text (optional and free) for this course. The course is for you if you're a newcomer to Python programming, if you need a refresher on Python basics, or if you may have had some exposure to Python programming but want a more in-depth exposition and vocabulary for describing and reasoning about programs.

This is the first of five courses in the Python 3 Programming Specialization.",https://www.coursera.org/learn/python-basics
78,Building AI Powered Chatbots Without Programming,"This course will teach you how to create useful chatbots without the need to write any code. Leveraging IBM Watson's Natural Language Processing capabilities, you'll learn how to plan, implement, test, and deploy chatbots that delight your users, rather than frustrate them.

True to our promise of not requiring any code, you'll learn how to visually create chatbots with Watson Assistant (formerly Watson Conversation) and how to deploy them on your own website through a handy WordPress plugin. Don't have a website? No worries, one will be provided to you.

Chatbots are a hot topic in our industry and are about to go big. New jobs requiring this specific skill are being added every day, consultants demand premium rates, and the interest in chatbots is quickly exploding.

Gartner predicts that by 2020, 85% of customer interactions with the enterprise will be through automated means (that's chatbots and related technologies).

Here is your chance to learn this highly in demand set of skills with a gentle introduction to the topic that leaves no stone unturned.",https://www.coursera.org/learn/building-ai-powered-chatbots
79,Application Development using Microservices and Serverless ,"Welcome to this introductory course on microservices and serverless, essential technologies for cloud native and application modernization workloads.  Rather than building large applications, known as monoliths, that perform all the functionality, microservices break down larger applications into smaller pieces that are independently maintainable and scalable, providing a host of benefits. This architecture is now used in the largest software organizations in the world, because it provides cost benefits, team autonomy, and other advantages. 

Likewise, serverless has emerged as an increasingly popular compute option in the cloud era. Giving developers and operators the ability to run applications without managing underlying infrastructure.  

In this course, you will create microservices using various methodologies. You will create REST APIs using Python and Flask. Next, you will learn the basics of Serverless applications, and how to run your applications on the IBM Cloud Code Engine.  

The course contains several hands-on labs which allow you to practice and apply the content you learn in the course. 

In the final project, you will create a front-end application composed of several microservices and deploy them on the Cloud using serverless.",https://www.coursera.org/learn/applications-development-microservices-serverless-openshift
