,Title,Description,Link
44,Unity and C# basics,"This course prepares you for a career using AR in the entertainment world. You will learn how AR is used to create games in mobile apps, and you'll learn about a specific AR development tool, Unity.  By the end of this course, you will be able to: 

- Install the Unity Hub and Unity Editors. 
- Create and manage Unity projects.
- Explain the essential features of the Unity Editor and their functionality.
- Create and manage scenes in Unity.
- Use the scene view to navigate in an AR space.
- Describe how object-oriented programming is used in C#.
- Install and configure C# for Unity.
- Optimize content in Unity.
- Write and debug simple Unity scripts.
- Identify asset management and version control (GitHub) best practices.
- Edit a 3D game object in Blender.
- Edit, import, and animate 3D content into a project in Unity, including rigged animations.
- Set up a simple animation for a game object.

To be successful in this course, experience with object oriented programming and basic web development is needed. JavaScript is a plus but not required. We recommend completing the previous courses in the program so you can build on the knowledge and skills from those courses here.",https://www.coursera.org/learn/unity-and-c-basics
45,Approximation Algorithms,"Many real-world algorithmic problems cannot be solved efficiently using traditional algorithmic tools, for example, because the problems are NP-hard. The goal of the Approximation Algorithms course is to become familiar with important algorithmic concepts and techniques needed to effectively deal with such problems. These techniques apply when we don't require the optimal solution to certain problems, but an approximation that is close to the optimal solution. We will see how to efficiently find such approximations.  Prerequisites:
In order to successfully take this course, you should already have a basic knowledge of algorithms and mathematics. Here's a short list of what you are supposed to know:
- O-notation, Ω-notation, Θ-notation; how to analyze algorithms
- Basic calculus: manipulating summations, solving recurrences, working with logarithms, etc.
- Basic probability theory: events, probability distributions, random variables, expected values etc.
- Basic data structures: linked lists, stacks, queues, heaps
- (Balanced) binary search trees
- Basic sorting algorithms, for example MergeSort, InsertionSort, QuickSort
- Graph terminology, representations of graphs (adjacency lists and adjacency matrix), basic graph algorithms (BFS, DFS, topological sort, shortest paths)

The material for this course is based on the course notes that can be found under the resources tab.",https://www.coursera.org/learn/approximation-algorithms
46,UX and Interface Design for Embedded Systems,"This course can also be taken for academic credit as ECEA 5346, part of CU Boulder’s Master of Science in Electrical Engineering degree. UX and Interface Design for Embedded Systems is the first of three classes in the Embedded Interface Design (EID) specialization, an online version of the on-campus EID class taught in graduate embedded systems design.  This first course is focused on user experience (UX) and the related methods, practices, and principles that will help ensure your embedded interface designs for devices and systems are what your users both need and want.  The class includes an introduction to UX, and then a four phase breakdown of a typical UX design process, including planning, user research, design methods, and testing for verification and validation.  Much of the content provides generally applicable UX techniques, but particular focus is included for considerations in developing embedded devices.  The class includes practical projects that let you try some of the key methods in a thorough interface design process.",https://www.coursera.org/learn/ux-interface-design-embedded-systems
47,Introduction to Applied Cryptography,"This course is a non-mathematical introduction to the role that cryptography plays in providing digital security for everyday applications such as the internet, mobile phones, wireless networks and cryptocurrency. In this introductory course you will develop an understanding of the functionality and purpose of the main cryptographic tools we use today. You will learn how to make decisions about which cryptographic tools are most appropriate to deploy in specific settings. You will also explore the wider infrastructure surrounding cryptography and how this impacts the overall security of systems deploying cryptography. 

Cryptography provides the core toolkit that underpins most digital security technologies.  An understanding of what cryptography does, and its limitations, is critical to developing a wider appreciation of the security of everyday digital applications. Since cryptography provides tools for atomic security services such as confidentiality and data integrity, an appreciation of cryptography will also equips you with a fundamental understanding of what security means in cyberspace. 

Learning outcomes for the module.
By the end of this module learners will be able to:
1. Explain the precise role that cryptography plays in the security of any digital system.
2. Appreciate the breadth of use of cryptography to support security of digital systems.
3. Identify core concepts and terminology concerning use of cryptography
4. Assess the points of vulnerability relating to cryptography in any digital system deploying it.",https://www.coursera.org/learn/introduction-to-applied-cryptography
48,Relational Database Design,"This course provides you with the opportunity to learn about relational database design.  You will be provided an in-depth understanding of the design principles and methodologies involved in creating well-structured, normalized, and efficient relational databases to manage data for small, medium, and large-scale enterprises. Possessing database design skills will enable you to excel in careers such as Database Administrators, Data Analysts, Software Developers, Data Engineers, and Business Intelligence Developers; capitalizing on the ability to create robust and efficient data solutions for any organization. These are one of the top sought-after careers across many industries today.

At the end of this course, you will be able to:
- Describe the process and the design aspects involved in relational database design.
- Interpret the main components of an Entity-Relationship diagram (ERD) using unified modeling language (UML) notation.
- Develop entity-relationship diagrams using basic and extended Entity-relationship features in relational design.
- Translate Entity-Relationships diagrams into logical schemas (relation schemas).
- Describe the theory and practical application of functional dependencies in relational database design.
- Use the theory to recognize candidate keys and primary keys.
- Derive minimal and canonical covers of functional dependencies.
- Describe the principles of database normalization.
- Identify and apply normalization techniques.",https://www.coursera.org/learn/illinois-tech-relational-database-design
49,Coding with Generative AI,"This microlearning course (approximately 3 hours) provides an introductory exploration of the fundamental concepts of Generative AI with a specific focus on its application for coders. You will gain an understanding of the underlying principles of generative AI and learn how to effectively use it in your coding applications.  By the end of this course, you will be able to, discuss the Fundamental Concepts of Generative AI, and apply generative AI tools and techniques to solve real-world coding challenges. 

You'll learn the fundamentals of neural network architectures, generative models, and the use of generative AI to generate codes quickly and efficiently. You will also learn to implement functions and classes, as well as about procedural code into object-oriented code, fixing syntax errors and code corrections using generative AI. You will also learn about the fundamental differences between exact search and semantic search. 

This is the first course in the series of courses, where you will learn about the nuances of coding using generative AI. The course is suited for Generative AI enthusiasts, GenAI Engineers, AI Engineers, Data Scientists, Data Engineers, and Solution Architects.

To be successful in this course, you should have a curious mind, an understanding of programming languages, especially Python, and a basic knowledge of generative AI technologies and platforms.",https://www.coursera.org/learn/introduction-coding-with-generative-ai
50,Learn CSS Flexbox,"Mastering CSS Flexbox: Unlock the Power of Flexible Web Layouts Discover the indispensable art of CSS Flexbox and elevate your web development prowess to new heights. In this comprehensive course, you'll gain proficiency in harnessing the unparalleled capabilities of Flexbox, revolutionizing the way you construct websites.

In today's dynamic digital landscape, the demand for flexible and responsive web design has never been greater. Acquiring proficiency in Flexbox is no longer a choice but an essential skillset for any aspiring web developer.

Course Highlights:

Our course is meticulously designed to propel your knowledge and skills to the forefront of web development. From the very first lecture, you'll embark on a transformative journey that empowers you to implement Flexbox with precision and finesse.

Key Learning Points:

Foundations of Flexbox: Gain a deep understanding of Flexbox principles, enabling you to create adaptable and efficient layouts.

Hands-On Practice: Dive into practical exercises meticulously crafted to reinforce your learning. Develop your proficiency as you tackle real-world challenges.

Designing a Responsive Navbar: Explore a quintessential use case for Flexbox as we guide you in crafting a responsive navigation bar, ensuring seamless user experiences.

Advanced Techniques: Elevate your skills with bonus screencasts where we demonstrate the integration of Flexbox in building two impressive real-world examples: a stunning image grid and a fully responsive navbar.

Expert Guidance: Follow the journey of course creator Per Harald Borgen and stay updated with industry insights by connecting with him on Twitter.

By the end of this course, you'll be equipped with the knowledge and expertise to transform your web development projects with the elegance and efficiency of CSS Flexbox. Join us today and embark on your journey towards becoming a proficient and sought-after web developer.",https://www.coursera.org/learn/learn-flexbox
51,A Strategic Approach to Cybersecurity,"Cybersecurity affects everyone, including in the delivery of basic products and services. If you or your organization want to better understand how to address your cybersecurity, this is the course for you and your colleagues to take -- from seasoned professionals to your non-technical colleagues. Your instructor, Dr. Charles Harry, has served on the front lines with the NSA (National Security Agency) and as an expert advising corporate and institutional leaders on managing cybersecurity risk. And he brings a rare and engaging perspective to help you learn cybersecurity from the ground up. 

A Strategic Approach to Cybersecurity provides a framework for understanding the interdependency of private and public entities and the complex systems affecting you and your organization, toward improving critical cybersecurity infrastructure impacting your security. While not its prerequisite, it builds on Dr. Harry’s first course, Cybersecurity for Everyone, with over 100,000 learners globally and growing, which AI Time Journal called “next-level” and highlighted as the top university cybersecurity offering online this year. The course lays the groundwork to understand and explore the key issues facing leaders and policy makers attempting to manage the problem of cybersecurity, from its technical foundations to the domestic and international policy considerations surrounding governance, privacy, and risk management, to applications for achieving the goals of an enterprise, an institution, or a nation. This course is designed for students with some or no background in information technology, whether a novice or active in the cybersecurity field (engineers and computer scientists will learn the broader context and business aspects of cybersecurity), and will provide the principles to understand the current debates shaping a rapidly evolving security landscape.",https://www.coursera.org/learn/a-strategic-approach-to-cybersecurity
52,Introduction to Blockchain,"Before diving into an in-depth study of blockchain and cryptocurrency technologies, this course can provide high-level explanations and practical examples that can be easily understood and applied by individuals who do not have a blockchain background. These explanations will relate to blockchain and cryptocurrency concepts and how they can be utilized in real-world scenarios.",https://www.coursera.org/learn/blockchain-
53,Introduction to Open Source Operating Systems - Bachelor's,"This course will cover the fundamental concepts and philosophy behind free and open source software (FOSS). The course will discuss open source and free software licensing; open source business strategies and impact; FOSS utilization in the enterprise; and development methodologies. Students will learn to set up and configure an industry-standard open source operating system, including system installation, and basic system administration; system architecture; package management; command–line commands; devices, filesystems, and the filesystem hierarchy standard. Also addressed are applications, shells, scripting and data management; user interfaces and desktops; administrative tasks; essential system services; networking fundamentals; and security, as well as support issues for open source software. Multiple distributions are covered with emphasis on the two leading enterprise distribution families.  Pre-Requisites:  None 

Required Textbook:   Releases · https://github.com/jhajek/Linux-text-book-part-1/releases/  PDF and ePub available (free for life with updates)

Other Required Materials: 

Software Requirements:  VirtualBox for Intel based Windows and Intel Macs
Parallels Pro for M1/M2 Macs 

50% off Parallels Pro 1 year subscription license for Education -> https://www.parallels.com/landingpage/pd/education/",https://www.coursera.org/learn/illinois-tech-introduction-to-open-source-operating-systems-bit
54,Open Source Programming - Bachelor's,"Contemporary open-source programming languages and frameworks are presented in this course. Students will consider design and development topics in system, graphical user interface, network, and web programming. Dynamic scripting languages are covered using object-oriented, concurrent, and functional programming paradigms. Concepts gained throughout the course are reinforced with numerous exercises which will culminate in an open-source programming project.  Required Textbook:  Starting Out with Python: 5th Edition, Tony Gaddis                                        

Software Requirements: Python, Visual Studio Code

To truly excel in this course and get the most out of it, a solid foundation in several areas is key. Familiarity with computer and peripheral hardware, including their components and functions, will definitely help. Understanding the basics of computer networking, mobile computing, and cloud computing will also provide a strong base. Additionally, a comfortable grasp of Python programming is crucial for success in this course. But don't worry if you're not quite there yet! To help you build the necessary skills, we highly recommend checking out our Performance Based Admission courses, which cover the fundamental topics mentioned above. Additionally, if you need some Python practice, consider taking our Introduction to Open-Source Application Development course. These prior courses will equip you with the essential knowledge and set you up for success in this exciting material.",https://www.coursera.org/learn/illinois-tech-open-source-programming-bit
55,Open Design,"What is design? How is it a deeply human endeavor? How can we design better products, services, and experiences in our communities? If you’re interested in helping create a more equitable and accessible world, this Center for Computational Thinking module on Open Design is for you.  In this introductory module to Open Design, you’ll learn how you can center equity in your design processes. You’ll learn how the iterative four mindsets of Open Design — understand, create, evaluate, and share — will guide you to meaningfully impact your community. The principles at the heart of Open Design — active inclusivity, transparency, and collaboration — are applicable to work in all fields, providing you with a reflective framework as you make important decisions. 

This module provides the background on Open Design and its relationship to similar methodologies. After completing this introductory module, you should have the knowledge necessary to explain Open Design to others — and continue your Open Design journey with other learning opportunities.",https://www.coursera.org/learn/open-design-duke
56,Parallel programming (Scala 2 version),"With every smartphone and computer now boasting multiple processors, the use of functional ideas to facilitate parallel programming is becoming increasingly widespread. In this course, you'll learn the fundamentals of parallel programming, from task parallelism to data parallelism. In particular, you'll see how many familiar ideas from functional programming map perfectly to to the data parallel paradigm. We'll start the nuts and bolts how to effectively parallelize familiar collections operations, and we'll build up to parallel collections, a production-ready data parallel collections library available in the Scala standard library. Throughout, we'll apply these concepts through several hands-on examples that analyze real-world data, such as popular algorithms like k-means clustering. Learning Outcomes. By the end of this course you will be able to:

- reason about task and data parallel programs,
- express common algorithms in a functional style and solve them in parallel,
- competently microbenchmark parallel code,
- write programs that effectively use parallel collections to achieve performance

Recommended background: You should have at least one year programming experience. Proficiency with Java or C# is ideal, but experience with other languages such as C/C++, Python, Javascript or Ruby is also sufficient. You should have some familiarity using the command line. This course is intended to be taken after Functional Program Design in Scala: https://www.coursera.org/learn/progfun2.",https://www.coursera.org/learn/scala2-parallel-programming
57,Introduction to GitHub Copilot,"Join our course led by Gabe Leon de Mattos, a seasoned developer and leader. You will learn how to use GitHub Copilot.  This course is for developers who want to be more productive with GitHub Copilot. You'll learn how to use GitHub Copilot in real projects. The course is hands-on and lasts 90 minutes. You'll set up Copilot, write better prompts, and work Copilot into your coding routine.

By the end of the course, you will be able to:
- Work confidently with GitHub Copilot to accelerate your coding endeavors
- Use prompt engineering to generate relevant code suggestions on real projects
- Navigate AI outputs, and integrate them into your projects.

You will finish the course with the skills to write better code faster. This will give you more time to solve difficult problems.
To succeed in this course, it's recommended to have basic Python knowledge and be familiar with Visual Studio Code (VSCode).",https://www.coursera.org/learn/introduction-to-microsoft-github-copilot
58,Scrum Master Certification Practice,"This course is designed to help Scrum beginners apply gained knowledge to practice. We will review several of the Scrum Methodologies and the Sprint process as well as complete several exercises. This is a standalone course, however we recommend completing the Scrum Master Certification specialization courses prior to beginning this one, as the methodologies and exercises within those courses are the foundations for this practice course.",https://www.coursera.org/learn/certified-scrum-master-in-practice
59,Getting Started with Apache Cassandra,"The “Getting Started with Cassandra” course is designed to help you gain knowledge of the Cassandra database system. You will learn architecture as well as how to design, build and use Cassandra databases.  This training course helps you develop your skills and knowledge in Cassandra. Cassandra is a NoSQL database that has the traits of a distributed, open-source, and decentralized database or storage system. It can support the management of excessively massive amounts of structured data without a single point of failure, thereby resulting in the provision of highly available services. 

This course contains  3+ hours of training videos. Learners could find a total of 35 lectures in the training course with comprehensive coverage of all topics regarding “Getting Started with Cassandra”.
These lectures are divided into 3 Modules and each module is further split into lessons. The entire 
course includes Assessments to validate knowledge checks of learners. Also, a set of Graded Questions is available at the end of every module.

Module 1: Data and Storage Models in Cassandra
Module 2: Cassandra Architecture and Query Language
Module 3: Security, Deployment, Monitoring, and Maintenance in Cassandra",https://www.coursera.org/learn/getting-started--apache-cassandra
60,Python Programming Essentials,"This course will introduce you to the wonderful world of Python programming!  We'll learn about the essential elements of programming and how to construct basic Python programs. We will cover expressions, variables, functions, logic, and conditionals, which are foundational concepts in computer programming. We will also teach you how to use Python modules, which enable you to benefit from the vast array of functionality that is already a part of the Python language. These concepts and skills will help you to begin to think like a computer programmer and to understand how to go about writing Python programs. By the end of the course, you will be able to write short Python programs that are able to accomplish real, practical tasks. This course is the foundation for building expertise in Python programming. As the first course in a specialization, it provides the necessary building blocks for you to succeed at learning to write more complex Python programs.

This course uses Python 3.  While many Python programs continue to use Python 2, Python 3 is the future of the Python programming language. This first course will use a Python 3 version of the CodeSkulptor development environment, which is specifically designed to help beginning programmers learn quickly.  CodeSkulptor runs within any modern web browser and does not require you to install any software, allowing you to start writing and running small programs immediately.  In the later courses in this specialization,  we will help you to move to more sophisticated desktop development environments.",https://www.coursera.org/learn/python-programming
61,From Figma to Code,"From Figma to code is the ideal course for aspiring frontend developers seeking a challenge and eager to acquire the skills needed to translate visually appealing mockups into functional user interfaces. Throughout the program, you'll apply and enhance your HTML, CSS, and JavaScript proficiency by constructing five captivating designs – starting from a straightforward card and progressing to a landing page, an analytics dashboard, a sales website, and culminating in an animated event site. This course is designed to maximize your independent practice. You'll be provided with detailed Figma designs, enabling you to transform them into user interfaces that exhibit excellence across various screen sizes. Upon completing each project, Gary Simon, a UI expert and esteemed web development educator, will walk you through the code he employs to bring the mockup to life. This offers you the opportunity to compare your solution, gain valuable insights, and discover numerous tips and tricks along the way.",https://www.coursera.org/learn/from-figma-to-code
62,Dive Deep into Python,"Embark on an immersive exploration of the Python programming realm with the ""Dive Deep into Python"" course. Designed meticulously, this program will pave the way from a foundational understanding of Python to its intricate nuances, ensuring you acquire a robust skill set, fit for contemporary software challenges. In the Foundations of Python Programming segment, kickstart your Python journey by diving into its foundational aspects. You'll be introduced to core programming concepts, data types, operators, and control flow. By the end, you'll have the knowledge to create basic yet functional Python applications.

Strengthening your Python prowess further, the Python Programming Essentials section delves into essential programming constructs. Understand the power of loops, explore the nuances of strings, and grasp the operations of arrays and lists, equipping you to handle and manipulate diverse data forms in Python.

The journey then advances to Python Data Structures and Functions. Elevate your understanding of Python's advanced data structures, from lists and tuples to dictionaries. Additionally, you'll explore the world of functions, honing your ability to craft reusable and efficient code segments.

Lastly, immerse yourself in the universe of Python OOPs and File Handling. Understand the principles of Object-Oriented Programming (OOP) with Python, from classes and objects to inheritance and beyond. Concurrently, gain proficiency in file operations, learning to read, write, and manage files seamlessly.

By the course's culmination, you will not only possess a profound understanding of Python but also be equipped to face a multitude of programming challenges. Whether you aim to craft elegant software solutions or delve into data science, your journey through this course will render you a competent and confident Python programmer.",https://www.coursera.org/learn/dive-deep-into-python
63,How to Get Into AI,"AI forms the basis for all computer learning and is the future of all complex decision-making. As such it is becoming increasingly prevalent in daily life. As a result, the outlook is bright for artificial intelligence jobs.  In this course, you will learn how to navigate the dynamic field of artificial intelligence (AI), exploring its applications and the evolving landscape of AI-related careers. You'll learn to understand various AI techniques, from artificial intelligence engineering to data science, gaining insights into their applications and ethical considerations. Get ready to acquire the skills that will propel your career in this rapidly evolving field! 

Click Start, a nationwide training programme designed to help young people develop digital skills, offers this course. Click Start offers scholarships giving free access to young people in the UK. Follow the link in the Click Start icon on the top, to check if you are eligible for free access!",https://www.coursera.org/learn/how-to-get-into-ai
64,Fundamentals of Network Communication,"In this course, we trace the evolution of networks and identify the key concepts and functions that form the basis for layered architecture. We introduce examples of protocols and services that are familiar to the students, and we explain how these services are supported by networks. Further, we explain fundamental concepts in digital communication, and focus on error control techniques that include parity check, polynomial code, and Internet checksum. Students will be required to have some previous programming experience in C-programming (C++/Java), some fundamental knowledge of computer organization and IT architecture and a background in computer science is a plus.",https://www.coursera.org/learn/fundamentals-network-communications
65,"Advanced Data Structures, RSA and Quantum Algorithms","Introduces number-theory based cryptography, basics of quantum algorithms and advanced data-structures.  This course can be taken for academic credit as part of CU Boulder’s Masters of Science in Computer Science (MS-CS) degrees offered on the Coursera platform. This fully accredited graduate degree offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder",https://www.coursera.org/learn/advanced-data-structures-rsa-and-quantum-algorithms
66,"C++ For C Programmers, Part B",This course is for experienced C programmers who want to program in C++. The examples and exercises require a basic understanding of algorithms and object-oriented software.,https://www.coursera.org/learn/c-plus-plus-b
67,"Responsive Website Basics: Code with HTML, CSS, and JavaScript ","In this course you will learn three key website programming and design languages: HTML, CSS and JavaScript. You will create a web page using basic elements to control layout and style.  Additionally, your web page will support interactivity.  At the end of the course, you will be able to:

1. Define the purpose of HTML, CSS and JavaScript
2. Make a simple web page using HTML
3. Use CSS to control text styles and layout
4. Use CSS libraries such as Bootstrap to create responsive layouts
5. Use JavaScript variables and functions
6. Manipulate web page content using JavaScript
7. Respond to user input using JavaScript

In this course, you will complete: 
2 assignments writing HTML, CSS and JavaScript, each taking ~1 hour to complete
4 quizzes, each taking ~20 minutes to complete
1 programming exercise~30 minutes to complete
multiple practice quizzes, each taking ~5 minutes to complete

Participation in or completion of this online course will not confer academic credit for University of London programmes.",https://www.coursera.org/learn/website-coding
68,Algorithms on Strings,"World and internet is full of textual information. We search for information using textual queries, we read websites, books, e-mails. All those are strings from the point of view of computer science. To make sense of all that information and make search efficient, search engines use many string algorithms. Moreover, the emerging field of personalized medicine uses many search algorithms to find disease-causing mutations in the human genome. In this online course you will learn key pattern matching concepts: tries, suffix trees, suffix arrays and even the Burrows-Wheeler transform.",https://www.coursera.org/learn/algorithms-on-strings
69,Introduction to UI Design,"In this course, you will gain an understanding of the critical importance of user interface design. You will also learn industry-standard methods for how to approach the design of a user interface and key theories and frameworks that underlie the design of most interfaces you use today. Through a series of case studies on commercial systems - many of which you likely use on a regular basis - we will illustrate the benefits of good design. We will also demonstrate how the costs of bad design can often be severe (in user experience, money, and even human lives).

You will then gain a high-level understanding of the user-interface design process. You will be introduced to common design scenarios - e.g. improving on existing designs and starting a new design from scratch - and the general design processes that tend to be used for each scenario.

Finally, we will begin introducing the large body of existing knowledge on design by providing overviews of core user interface design theories and concepts. This key foundational information will help you avoid “reinventing the wheel” when you are designing your interfaces in this specialization.",https://www.coursera.org/learn/ui-design
70,Developing Websites and Front-Ends with Bootstrap,"Building flexible, fast, and responsive websites and front-ends with a consistent look and feel has become a basic requirement. To accomplish this, the use of libraries and frameworks is trending. As a front-end developer, it is important that you know at least one front-end framework. Bootstrap is a CSS framework that provides an extensive set of templates that help with speeding up the website development process. According to W3Tech.com, Bootstrap is a popular CSS framework that is used by 18.7% of all the websites, that is a CSS framework market share of 78.6%. 

In this short course, which is part of the IBM Front-End Developer Professional Certificate, you will not only equip yourself with concepts but get several opportunities to practice building website components using Bootstrap. 

After completing this course, you will be able to:
- Describe the features of Bootstrap
- Set up Bootstrap for a project using a suitable method
- Outline key classes and components offered by Bootstrap
- Create a simple React app and use Bootstrap for styling
- Create a responsive grid layout
- Demonstrate your proficiency in using Bootstrap classes and components to build responsive websites",https://www.coursera.org/learn/developing-websites-and-front-ends-with-bootstrap
71,Genome Assembly Programming Challenge,"In Spring 2011, thousands of people in Germany were hospitalized with a deadly disease that started as food poisoning with bloody diarrhea and often led to kidney failure. It was the beginning of the deadliest outbreak in recent history, caused by a mysterious bacterial strain that we will refer to as E. coli X. Soon, German officials linked the outbreak to a restaurant in Lübeck, where nearly 20% of the patrons had developed bloody diarrhea in a single week. At this point, biologists knew that they were facing a previously unknown pathogen and that traditional methods would not suffice – computational biologists would be needed to assemble and analyze the genome of the newly emerged pathogen. To investigate the evolutionary origin and pathogenic potential of the outbreak strain, researchers started a crowdsourced research program. They released bacterial DNA sequencing data from one of a patient, which elicited a burst of analyses carried out by computational biologists on four continents. They even used GitHub for the project: https://github.com/ehec-outbreak-crowdsourced/BGI-data-analysis/wiki

The 2011 German outbreak represented an early example of epidemiologists collaborating with computational biologists to stop an outbreak. In this online course you will follow in the footsteps of the bioinformaticians investigating the outbreak by developing a program to assemble the genome of the E. coli X from millions of overlapping substrings of the E.coli X genome.",https://www.coursera.org/learn/assembling-genomes
72,Cyber Attack Countermeasures,"This course introduces the basics of cyber defense starting with foundational models such as Bell-LaPadula and information flow frameworks. These underlying policy enforcements mechanisms help introduce basic functional protections, starting with authentication methods. Learners will be introduced to a series of different authentication solutions and protocols, including RSA SecureID and Kerberos, in the context of a canonical schema.  The basics of cryptography are also introduced with attention to conventional block ciphers as well as public key cryptography. Important cryptographic techniques such as cipher block chaining and triple-DES are explained. Modern certification authority-based cryptographic support is also discussed and shown to provide basis for secure e-commerce using Secure Sockets Layer (SSL) schemes.",https://www.coursera.org/learn/cyber-attack-countermeasures
73,Approximation Algorithms and Linear Programming ,"This course continues our data structures and algorithms specialization by focussing on the use of linear and integer programming formulations for solving algorithmic problems that seek optimal solutions to problems arising from domains such as resource allocation, scheduling, task assignment, and variants of the traveling salesperson problem. Next, we will study algorithms for NP-hard problems whose solutions are guaranteed to be within some approximation factor of the best possible solutions. Such algorithms are often quite efficient and provide useful bounds on the optimal solutions. The learning will be supported by instructor provided notes, readings from textbooks and assignments. Assignments will include conceptual multiple-choice questions as well as problem solving assignments that will involve programming and testing algorithms.  This course can be taken for academic credit as part of CU Boulder’s Masters of Science in Computer Science (MS-CS) degrees offered on the Coursera platform. This fully accredited graduate degree offer targeted courses, short 8-week sessions, and pay-as-you-go tuition. Admission is based on performance in three preliminary courses, not academic history. CU degrees on Coursera are ideal for recent graduates or working professionals. Learn more: 

MS in Computer Science: https://coursera.org/degrees/ms-computer-science-boulder",https://www.coursera.org/learn/linear-programming-and-approximation-algorithms
74,iOS App Capstone,"In this capstone course, you’ll demonstrate your proficiency in your new skill set by creating a native iOS app.  At this point in the program, you've gained all the skills you need to successfully complete this project.  But you might need to refresh your memory when it comes to the previous courses in the program. For that reason, each module in this course will take you through a brief recap of relevant content from previous courses in the program. And don't worry, there will be links too so you can review content in more detail if necessary. In this way, you will be guided through the process of building the Little Lemon app which allows you to show off your new development skills.
 
This course is ideal for intermediate learners who would like to prepare themselves for a career in iOS development. On completion of the capstone project, you’ll have an interactive mobile application that you can share with recruiters and impress potential employers with.
 
To complete this course, you will need experience in iOS and a good understanding of the Swift programming language.  Additionally, it always helps to have a can-do attitude!

 
By the end of this course, you’ll be able to: 
 
-Build a native iOS mobile app 
-Publish and sell it on the Apple Store",https://www.coursera.org/learn/ios-app-capstone
75,Practice Exam for CompTIA ITF+ Certification,"This short course from IBM will test your readiness for the CompTIA ITF+ Certification exam. Success in the CompTIA ITF+ exam certifies candidates’ readiness to embark on a career as an IT practitioner, for example, an IT Support Specialist. In this course, you will become familiar with the eligibility requirements, sign-up process, testing methods, and the knowledge and skills related to IT fundamentals that are assessed in this examination. You will also complete a mock exam that contains the same number and type of questions as the CompTIA ITF+ Certification exam. 

Through this course, you will learn about the domains the ITF+ exam is based on and exam testing strategies. You will also have the opportunity to practice for the CompTIA ITF+ Certification exam. This comprehensive assessment will test your knowledge and skills in IT concepts and terminology, infrastructure, applications and software, software development, database fundamentals, and security. Additionally, the course includes a sample assessment on cloud computing topics. 

This course assumes that you are already familiar with IT fundamental knowledge that the ITF+ exam tests on. If you do not have this knowledge, it is recommended that you complete the courses in the IBM IT and Cloud Fundamentals Specialization, or the first six courses in the IBM IT Support Professional Certificate prior to starting this course.",https://www.coursera.org/learn/practice-exam-for-comptia-itf-plus-certification
76,IBM COBOL Software Development Practices,"This course is aimed at anybody interested in COBOL or or software development. In this course, you will be introduced to core practices, systems, and methodologies associated with IBM COBOL software development. You will learn about COBOL as a self-documenting language. You will review working with existing coding. This course also covers quality assurance (QA), technical support and project management.",https://www.coursera.org/learn/software-development-practices
77,DevOps on AWS: Release and Deploy,"AWS provides a set of flexible services designed to enable companies to more rapidly and reliably build and deliver products using AWS and DevOps practices. These services simplify provisioning and managing infrastructure, deploying application code, automating software release processes, and monitoring your application and infrastructure performance.  The third course in the series explains how to improve the deployment process with DevOps methodology, and also some tools that might make deployments easier, such as Infrastructure as Code, or IaC, and AWS CodeDeploy.

The course begins with reviewing topics covered in the first course of the DevOps on AWS series. You will learn about the differences between continuous integration, continuous delivery, and continuous deployment. In Exercises 1 and 2, you will set up AWS CodeDeploy and make revisions that will then be deployed. If you use AWS Lambda, you will explore ways to address additional considerations when you deploy updates to your Lambda functions.

Next, you will explore how infrastructure as code (IaC) helps organizations achieve automation, and which AWS solutions provide a DevOps-focused way of creating and maintaining infrastructure. In Exercise 3, you will be provided with an AWS CloudFormation template that will set up backend services, such as AWS CodePipeline, AWS CodeCommit, AWS CodeDeploy, and AWS CodeBuild. You will then upload new revisions to the pipeline.",https://www.coursera.org/learn/devops-aws-release-deploy
78,Cybersecurity and the Internet of Things,"Welcome! You may have heard about the Internet of Things (IoT). But you may also have wondered about what it is. Or for that matter, what does it mean to you or an organization. This course is for you if you are curious about the most recent trends and activities in the internet capabilities and concerns about programmed devices. There are complexities and areas of necessary awareness when the industrial sector becomes connected to your home. Security policies and practices have not yet caught up to the internet capabilities of some of our most common products. The “connected home”, “consumer wearables”, or even an employee’s HVAC system may cause an unanticipated threat to your business environment. You will explore current security and privacy related concerns in each of these areas. Every module will include readings, videos, case studies, and a quiz to help make sure you understand the material and concepts we talk about. This course offers a place to learn, reflect, and plan for a smart community approach to IoT. Portions of this course may seem extremely technical in nature. That is because the “things” in IoT represents engineering. Try to grasp the concept in that case.",https://www.coursera.org/learn/iot-cyber-security
79,Blockchain Transformations of Financial Services,"The current global financial system is riddled with inefficiencies, uneven developments, and bizarre contradictions. Blockchain technology has the potential to bring about profound changes to financial services. In this course, you will learn how blockchain technology will disrupt the core functions of the financial services industry, offering individuals and organizations alike real choices in how they create and manage value.",https://www.coursera.org/learn/blockchain-transformations-financial-services
