,Title,Description,Link,Source
104,Machine Vision,"Machine Vision provides an intensive introduction to the process of generating a symbolic description of an environment from an image. Lectures describe the physics of image formation, motion vision, and recovering shapes from shading. Binary image processing and filtering are presented as preprocessing steps. Further topics include photogrammetry, object representation alignment, analog VLSI and computational vision. Applications to robotics and intelligent machine interaction are discussed.",https://ocw.mit.edu/courses/6-801-machine-vision-fall-2004/,MIT OpenCourseware
105,Inventions and Patents,"This course explores the history of private and public rights in scientific discoveries and applied engineering, leading to the development of worldwide patent systems. The classes of invention protectable under the patent laws of the U.S., including the procedures in protecting inventions in the Patent Office and the courts will be examined. A review of past cases involving inventions and patents in:

the chemical process industry and medical pharmaceutical, biological, and genetic-engineering fields;
devices in the mechanical, ocean exploration, civil, and/or aeronautical fields;
the electrical, computer, software, and electronic areas, including key radio, solid-state, computer and software inventions; and also
software protection afforded under copyright laws.

Periodic joint real-time class sessions and discussions by video-audio Internet conferencing, with other universities will also be conducted.
",https://ocw.mit.edu/courses/6-901-inventions-and-patents-fall-2005/,MIT OpenCourseware
106,Power Electronics,"6.334 examines the application of electronics to energy conversion and control. Topics covered include: modeling, analysis, and control techniques; design of power circuits including inverters, rectifiers, and DC-DC converters; analysis and design of magnetic components and filters; and characteristics of power semiconductor devices. Numerous application examples will be presented such as motion control systems, power supplies, and radio-frequency power amplifiers. The course is worth 6 engineering design points.",https://ocw.mit.edu/courses/6-334-power-electronics-spring-2007/,MIT OpenCourseware
107,Advanced Algorithms,"This course is a first-year graduate course in algorithms. Emphasis is placed on fundamental algorithms and advanced methods of algorithmic design, analysis, and implementation. Techniques to be covered include amortization, randomization, fingerprinting, word-level parallelism, bit scaling, dynamic programming, network flow, linear programming, fixed-parameter algorithms, and approximation algorithms. Domains include string algorithms, network optimization, parallel algorithms, computational geometry, online algorithms, external memory, cache, and streaming algorithms, and data structures.",https://ocw.mit.edu/courses/6-854j-advanced-algorithms-fall-2005/,MIT OpenCourseware
108,"Stochastic Processes, Detection, and Estimation","This course examines the fundamentals of detection and estimation for signal processing, communications, and control. Topics covered include: vector spaces of random variables; Bayesian and Neyman-Pearson hypothesis testing; Bayesian and nonrandom parameter estimation; minimum-variance unbiased estimators and the Cramer-Rao bounds; representations for stochastic processes, shaping and whitening filters, and Karhunen-Loeve expansions; and detection and estimation from waveform observations. Advanced topics include: linear prediction and spectral estimation, and Wiener and Kalman filters.",https://ocw.mit.edu/courses/6-432-stochastic-processes-detection-and-estimation-spring-2004/,MIT OpenCourseware
109,Software Engineering for Web Applications,"6.171 is a course for students who already have some programming and software engineering experience. The goal is to give students some experience in dealing with those challenges that are unique to Internet applications, such as:

concurrency;
unpredictable load;
security risks;
opportunity for wide-area distributed computing;
creating a reliable and stateful user experience on top of unreliable connections and stateless protocols;
extreme requirements and absurd development schedules;
requirements that change mid-way through a project, sometimes because of experience gained from testing with users;
user demands for a multi-modal interface.

",https://ocw.mit.edu/courses/6-171-software-engineering-for-web-applications-fall-2003/,MIT OpenCourseware
110,Introductory Analog Electronics Laboratory,"6.101 is an introductory experimental laboratory that explores the design, construction, and debugging of analog electronic circuits. Lectures and six laboratory projects investigate the performance characteristics of diodes, transistors, JFETs, and op-amps, including the construction of a small audio amplifier and preamplifier. Seven weeks are devoted to the design and implementation, and written and oral presentation of a project in an environment similar to that of engineering design teams in industry. The course provides opportunity to simulate real-world problems and solutions that involve trade offs and the use of engineering judgment. Engineers from local analog engineering companies come to campus to help students with their design projects.",https://ocw.mit.edu/courses/6-101-introductory-analog-electronics-laboratory-spring-2007/,MIT OpenCourseware
111,"Laboratory on the Physiology, Acoustics, and Perception of Speech","The course focuses on experimental investigations of speech processes. Topics include: measurement of articulatory movements, measurements of pressures and airflows in speech production, computer-aided waveform analysis and spectral analysis of speech, synthesis of speech, perception and discrimination of speechlike sounds, speech prosody, models for speech recognition, speech disorders, and other topics.

Two 1-hour lectures per week
Two labs per week
Brief lab reports
Term project, with short term paper
No exams

",https://ocw.mit.edu/courses/6-542j-laboratory-on-the-physiology-acoustics-and-perception-of-speech-fall-2005/,MIT OpenCourseware
112,Applied Quantum and Statistical Physics,"6.728 is offered under the department’s “Devices, Circuits, and Systems” concentration. The course covers concepts in elementary quantum mechanics and statistical physics, introduces applied quantum physics, and emphasizes an experimental basis for quantum mechanics. Concepts covered include: Schrodinger’s equation applied to the free particle, tunneling, the harmonic oscillator, and hydrogen atom, variational methods, Fermi-Dirac, Bose-Einstein, and Boltzmann distribution functions, and simple models for metals, semiconductors, and devices such as electron microscopes, scanning tunneling microscope, thermonic emitters, atomic force microscope, and others.",https://ocw.mit.edu/courses/6-728-applied-quantum-and-statistical-physics-fall-2006/,MIT OpenCourseware
113,Microelectronic Devices and Circuits,"6.012 is the header course for the department’s “Devices, Circuits and Systems” concentration. The topics covered include: modeling of microelectronic devices, basic microelectronic circuit analysis and design, physical electronics of semiconductor junction and metal-on-silicon (MOS) devices, relation of electrical behavior to internal physical processes, development of circuit models, and understanding the uses and limitations of various models. The course uses incremental and large-signal techniques to analyze and design bipolar and field effect transistor circuits, with examples chosen from digital circuits, single-ended and differential linear amplifiers, and other integrated circuits.",https://ocw.mit.edu/courses/6-012-microelectronic-devices-and-circuits-spring-2009/,MIT OpenCourseware
114,Electromagnetic Wave Theory,"6.632 is a graduate subject on electromagnetic wave theory, emphasizing mathematical approaches, problem solving, and physical interpretation. Topics covered include: waves in media, equivalence principle, duality and complementarity, Huygens’ principle, Fresnel and Fraunhofer diffraction, dyadic Green’s functions, Lorentz transformation, and Maxwell-Minkowski theory. Examples deal with limiting cases of Maxwell’s theory and diffraction and scattering of electromagnetic waves.",https://ocw.mit.edu/courses/6-632-electromagnetic-wave-theory-spring-2003/,MIT OpenCourseware
115,Introduction to Numerical Methods,"This course offers an advanced introduction to numerical analysis, with a focus on accuracy and efficiency of numerical algorithms. Topics include sparse-matrix/iterative and dense-matrix algorithms in numerical linear algebra (for linear systems and eigenproblems), floating-point arithmetic, backwards error analysis, conditioning, and stability. Other computational topics (e.g., numerical integration or nonlinear optimization) are also surveyed.",https://ocw.mit.edu/courses/18-335j-introduction-to-numerical-methods-spring-2019/,MIT OpenCourseware
116,Advanced Natural Language Processing,"This course is a graduate introduction to natural language processing - the study of human language from a computational perspective. It covers syntactic, semantic and discourse processing models, emphasizing machine learning or corpus-based methods and algorithms. It also covers applications of these methods and models in syntactic parsing, information extraction, statistical machine translation, dialogue systems, and summarization. The subject qualifies as an Artificial Intelligence and Applications concentration subject.",https://ocw.mit.edu/courses/6-864-advanced-natural-language-processing-fall-2005/,MIT OpenCourseware
117,Data Communication Networks,"6.263J / 16.37J focuses on the fundamentals of data communication networks. One goal is to give some insight into the rationale of why networks are structured the way they are today and to understand the issues facing the designers of next-generation data networks. Much of the course focuses on network algorithms and their performance. Students are expected to have a strong mathematical background and an understanding of probability theory. Topics discussed include: layered network architecture, Link Layer protocols, high-speed packet switching, queueing theory, Local Area Networks, and Wide Area Networking issues, including routing and flow control.",https://ocw.mit.edu/courses/6-263j-data-communication-networks-fall-2002/,MIT OpenCourseware
118,Principles of Wireless Communications,"This course is an introduction to the design, analysis, and fundamental limits of wireless transmission systems. Topics to be covered include: wireless channel and system models; fading and diversity; resource management and power control; multiple-antenna and MIMO systems; space-time codes and decoding algorithms; multiple-access techniques and multiuser detection; broadcast codes and precoding; cellular and ad-hoc network topologies; OFDM and ultrawideband systems; and architectural issues.",https://ocw.mit.edu/courses/6-452-principles-of-wireless-communications-spring-2006/,MIT OpenCourseware
119,Representation and Modeling for Image Analysis,"Most algorithms in computer vision and image analysis can be understood in terms of two important components: a representation and a modeling/estimation algorithm. The representation defines what information is important about the objects and is used to describe them. The modeling techniques extract the information from images to instantiate the representation for the particular objects present in the scene. In this seminar, we will discuss popular representations (such as contours, level sets, deformation fields) and useful methods that allow us to extract and manipulate image information, including manifold fitting, markov random fields, expectation maximization, clustering and others.
For each concept – a new representation or an estimation algorithm – a lecture on the mathematical foundations of the concept will be followed by a discussion of two or three relevant research papers in computer vision, medical and biological imaging, that use the concept in different ways. We will aim to understand the fundamental techniques and to recognize situations in which these techniques promise to improve the quality of the analysis.
",https://ocw.mit.edu/courses/6-881-representation-and-modeling-for-image-analysis-spring-2005/,MIT OpenCourseware
120,Data Communication Networks,"6.263J / 16.37J focuses on the fundamentals of data communication networks. One goal is to give some insight into the rationale of why networks are structured the way they are today and to understand the issues facing the designers of next-generation data networks. Much of the course focuses on network algorithms and their performance. Students are expected to have a strong mathematical background and an understanding of probability theory. Topics discussed include: layered network architecture, Link Layer protocols, high-speed packet switching, queueing theory, Local Area Networks, and Wide Area Networking issues, including routing and flow control.",https://ocw.mit.edu/courses/6-263j-data-communication-networks-fall-2002/,MIT OpenCourseware
121,Adventures in Advanced Symbolic Programming,"This course covers concepts and techniques for the design and implementation of large software systems that can be adapted to uses not anticipated by the designer. Applications include compilers, computer-algebra systems, deductive systems, and some artificial intelligence applications. Topics include combinators, generic operations, pattern matching, pattern-directed invocation, rule systems, backtracking, dependencies, indeterminacy, memoization, constraint propagation, and incremental refinement. Substantial weekly programming assignments are an integral part of the subject.
There will be extensive programming assignments, using MIT/GNU Scheme. Students should have significant programming experience in Scheme, Common Lisp, Haskell, CAML or some other “functional” language.
",https://ocw.mit.edu/courses/6-945-adventures-in-advanced-symbolic-programming-spring-2009/,MIT OpenCourseware
122,Principles of Wireless Communications,"This course is an introduction to the design, analysis, and fundamental limits of wireless transmission systems. Topics to be covered include: wireless channel and system models; fading and diversity; resource management and power control; multiple-antenna and MIMO systems; space-time codes and decoding algorithms; multiple-access techniques and multiuser detection; broadcast codes and precoding; cellular and ad-hoc network topologies; OFDM and ultrawideband systems; and architectural issues.",https://ocw.mit.edu/courses/6-452-principles-of-wireless-communications-spring-2006/,MIT OpenCourseware
123,Numerical Methods for Partial Differential Equations (SMA 5212),"A presentation of the fundamentals of modern numerical techniques for a wide range of linear and nonlinear elliptic, parabolic and hyperbolic partial differential equations and integral equations central to a wide variety of applications in science, engineering, and other fields. Topics include: Mathematical Formulations; Finite Difference and Finite Volume Discretizations; Finite Element Discretizations; Boundary Element Discretizations; Direct and Iterative Solution Methods.
This course was also taught as part of the Singapore-MIT Alliance (SMA) programme as course number SMA 5212 (Numerical Methods for Partial Differential Equations).
",https://ocw.mit.edu/courses/16-920j-numerical-methods-for-partial-differential-equations-sma-5212-spring-2003/,MIT OpenCourseware
124,Algorithmic Lower Bounds: Fun with Hardness Proofs,"6.890 Algorithmic Lower Bounds: Fun with Hardness Proofs is a class taking a practical approach to proving problems can’t be solved efficiently (in polynomial time and assuming standard complexity-theoretic assumptions like P ≠ NP). The class focuses on reductions and techniques for proving problems are computationally hard for a variety of complexity classes. Along the way, the class will create many interesting gadgets, learn many hardness proof styles, explore the connection between games and computation, survey several important problems and complexity classes, and crush hopes and dreams (for fast optimal solutions).",https://ocw.mit.edu/courses/6-890-algorithmic-lower-bounds-fun-with-hardness-proofs-fall-2014/,MIT OpenCourseware
125,Semiconductor Optoelectronics: Theory and Design,"6.977 focuses on the physics of the interaction of photons with semiconductor materials. The band theory of solids is used to calculate the absorption and gain of semiconductor media. The rate equation formalism is used to develop the concepts of laser threshold, population inversion and modulation response. Matrix methods and coupled mode theory are applied to resonator structures such as distributed feedback lasers, tunable lasers and microring devices. The course is also intended to introduce students to noise models for semiconductor devices and to applications of optoelectronic devices to fiber optic communications. This course is worth 12 Engineering Design points.",https://ocw.mit.edu/courses/6-977-semiconductor-optoelectronics-theory-and-design-fall-2002/,MIT OpenCourseware
126,Algebraic Techniques and Semidefinite Optimization,"This research-oriented course will focus on algebraic and computational techniques for optimization problems involving polynomial equations and inequalities with particular emphasis on the connections with semidefinite optimization. The course will develop in a parallel fashion several algebraic and numerical approaches to polynomial systems, with a view towards methods that simultaneously incorporate both elements. We will study both the complex and real cases, developing techniques of general applicability, and stressing convexity-based ideas, complexity results, and efficient implementations. Although we will use examples from several engineering areas, particular emphasis will be given to those arising from systems and control applications.",https://ocw.mit.edu/courses/6-972-algebraic-techniques-and-semidefinite-optimization-spring-2006/,MIT OpenCourseware
127,System Identification,"This course is offered to graduates and includes topics such as mathematical models of systems from observations of their behavior; time series, state-space, and input-output models; model structures, parametrization, and identifiability; non-parametric methods; prediction error methods for parameter estimation, convergence, consistency, and asymptotic distribution; relations to maximum likelihood estimation; recursive estimation; relation to Kalman filters; structure determination; order estimation; Akaike criterion; bounded but unknown noise model; and robustness and practical issues.",https://ocw.mit.edu/courses/6-435-system-identification-spring-2005/,MIT OpenCourseware
128,Interactive Music Systems,"This course explores audio synthesis, musical structure, human computer interaction (HCI), and visual presentation for the creation of interactive musical experiences. Topics include audio synthesis; mixing and looping; MIDI sequencing; generative composition; motion sensors; music games; and graphics for UI, visualization, and aesthetics. Weekly programming assignments in python are included. Student teams build an original, dynamic, and engaging interactive music system for their final project.",https://ocw.mit.edu/courses/21m-385-interactive-music-systems-fall-2016/,MIT OpenCourseware
129,"Signals, Systems and Inference","This course covers signals, systems and inference in communication, control and signal processing. Topics include input-output and state-space models of linear systems driven by deterministic and random signals; time- and transform-domain representations in discrete and continuous time; and group delay. State feedback and observers. Probabilistic models; stochastic processes, correlation functions, power spectra, spectral factorization. Least-mean square error estimation; Wiener filtering. Hypothesis testing; detection; matched filters.",https://ocw.mit.edu/courses/6-011-signals-systems-and-inference-spring-2018/,MIT OpenCourseware
130,Randomized Algorithms,"This course examines how randomization can be used to make algorithms simpler and more efficient via random sampling, random selection of witnesses, symmetry breaking, and Markov chains. Topics covered include: randomized computation; data structures (hash tables, skip lists); graph algorithms (minimum spanning trees, shortest paths, minimum cuts); geometric algorithms (convex hulls, linear programming in fixed or arbitrary dimension); approximate counting; parallel algorithms; online algorithms; derandomization techniques; and tools for probabilistic analysis of algorithms.",https://ocw.mit.edu/courses/6-856j-randomized-algorithms-fall-2002/,MIT OpenCourseware
131,Hands-On Introduction to Electrical Engineering Lab Skills,"This course introduces students to both passive and active electronic components (op-amps, 555 timers, TTL digital circuits). Basic analog and digital circuits and theory of operation are covered. The labs allow the students to master the use of electronic instruments and construct and/or solder several circuits. The labs also reinforce the concepts discussed in class with a hands-on approach and allow the students to gain significant experience with electrical instruments such as function generators, digital multimeters, oscilloscopes, logic analyzers and power supplies. In the last lab, the students build an electronic circuit that they can keep. The course is geared to freshmen and others who want an introduction to electronics circuits.
This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.
",https://ocw.mit.edu/courses/6-091-hands-on-introduction-to-electrical-engineering-lab-skills-january-iap-2008/,MIT OpenCourseware
132,Modern Optics Project Laboratory,"6.161 offers an introduction to laboratory optics, optical principles, and optical devices and systems. This course covers a wide range of topics, including: polarization properties of light, reflection and refraction, coherence and interference, Fraunhofer and Fresnel diffraction, holography, imaging and transforming properties of lenses, spatial filtering, two-lens coherent optical processor, optical properties of materials, lasers, electro-optic, acousto-optic and liquid-crystal light modulators, optical detectors, optical waveguides and fiber-optic communication systems. Students engage in extensive oral and written communication exercises. There are 12 engineering design points associated with this subject.",https://ocw.mit.edu/courses/6-161-modern-optics-project-laboratory-fall-2005/,MIT OpenCourseware
133,Introduction to Copyright Law,"This course is an introduction to copyright law and American law in general. Topics covered include: structure of federal law; basics of legal research; legal citations; how to use LexisNexis®; the 1976 Copyright Act; copyright as applied to music, computers, broadcasting, and education; fair use; Napster®, Grokster®, and Peer-to-Peer file-sharing; Library Access to Music Project; The 1998 Digital Millennium Copyright Act; DVDs and encryption; software licensing; the GNU® General Public License and free software.",https://ocw.mit.edu/courses/6-912-introduction-to-copyright-law-january-iap-2006/,MIT OpenCourseware
134,High Speed Communication Circuits,"6.776 covers circuit level design issues of high speed communication systems, with primary focus being placed on wireless and broadband data link applications. Specific circuit topics include transmission lines, high speed and low noise amplifiers, VCO’s, mixers, power amps, high speed digital circuits, and frequency synthesizers. In addition to learning analysis skills for the above items, students will gain a significant amount of experience in simulating RF circuits in SPICE and also building RF circuits within a lab project.",https://ocw.mit.edu/courses/6-776-high-speed-communication-circuits-spring-2005/,MIT OpenCourseware
135,Introduction to Mathematical Programming,"This course is an introduction to linear optimization and its extensions emphasizing the underlying mathematical structures, geometrical ideas, algorithms and solutions of practical problems. The topics covered include: formulations, the geometry of linear optimization, duality theory, the simplex method, sensitivity analysis, robust optimization, large scale optimization network flows, solving problems with an exponential number of constraints and the ellipsoid method, interior point methods, semidefinite optimization, solving real world problems problems with computer software, discrete optimization formulations and algorithms.",https://ocw.mit.edu/courses/6-251j-introduction-to-mathematical-programming-fall-2009/,MIT OpenCourseware
136,Discrete-Time Signal Processing,"This class addresses the representation, analysis, and design of discrete time signals and systems. The major concepts covered include: Discrete-time processing of continuous-time signals; decimation, interpolation, and sampling rate conversion; flowgraph structures for DT systems; time-and frequency-domain design techniques for recursive (IIR) and non-recursive (FIR) filters; linear prediction; discrete Fourier transform, FFT algorithm; short-time Fourier analysis and filter banks; multirate techniques; Hilbert transforms; Cepstral analysis and various applications.
Acknowledgements
I would like to express my thanks to Thomas Baran, Myung Jin Choi, and Xiaomeng Shi for compiling the lecture notes on this site from my individual lectures and handouts and their class notes during the semesters that they were students in the course. These lecture notes, the text book and included problem sets and solutions will hopefully be helpful as you learn and explore the topic of Discrete-Time Signal Processing.
",https://ocw.mit.edu/courses/6-341-discrete-time-signal-processing-fall-2005/,MIT OpenCourseware
137,Robocraft Programming Competition,"The 6.370 Robocraft programming competition is a unique challenge that combines battle strategy and software engineering. In short, the objective is to write the best player program for the computer game Robocraft.",https://ocw.mit.edu/courses/6-370-robocraft-programming-competition-january-iap-2005/,MIT OpenCourseware
138,Introductory Digital Systems Laboratory,"6.111 consists of lectures and labs on digital logic, flipflops, PALs, counters, timing, synchronization, finite-state machines, and microprogrammed systems. Students are expected to design and implement a final project of their choice: games, music, digital filters, graphics, etc. The course requires extensive use of VHDL for describing and implementing digital logic designs. 6.111 is worth 12 Engineering Design Points.",https://ocw.mit.edu/courses/6-111-introductory-digital-systems-laboratory-fall-2002/,MIT OpenCourseware
139,Solid-State Circuits,"6.301 is a course in analog circuit analysis and design. We cover the tools and methods necessary for the creative design of useful circuits using active devices. The class stresses insight and intuition, applied to the design of transistor circuits and the estimation of their performance. We concentrate on circuits using the bipolar junction transistor, but the techniques that we study can be equally applied to circuits using JFETs, MOSFETs, MESFETs, future exotic devices, or even vacuum tubes.",https://ocw.mit.edu/courses/6-301-solid-state-circuits-fall-2010/,MIT OpenCourseware
140,Dynamics of Nonlinear Systems,"This course provides an introduction to nonlinear deterministic dynamical systems. Topics covered include: nonlinear ordinary differential equations; planar autonomous systems; fundamental theory: Picard iteration, contraction mapping theorem, and Bellman-Gronwall lemma; stability of equilibria by Lyapunov’s first and second methods; feedback linearization; and application to nonlinear circuits and control systems.",https://ocw.mit.edu/courses/6-243j-dynamics-of-nonlinear-systems-fall-2003/,MIT OpenCourseware
141,Introduction to Nanoelectronics,"Traditionally, progress in electronics has been driven by miniaturization. But as electronic devices approach the molecular scale, classical models for device behavior must be abandoned. To prepare for the next generation of electronic devices, this class teaches the theory of current, voltage and resistance from atoms up. To describe electrons at the nanoscale, we will begin with an introduction to the principles of quantum mechanics, including quantization, the wave-particle duality, wavefunctions and Schrödinger’s equation. Then we will consider the electronic properties of molecules, carbon nanotubes and crystals, including energy band formation and the origin of metals, insulators and semiconductors. Electron conduction will be taught beginning with ballistic transport and concluding with a derivation of Ohm’s law. We will then compare ballistic to bulk MOSFETs. The class will conclude with a discussion of possible fundamental limits to computation.",https://ocw.mit.edu/courses/6-701-introduction-to-nanoelectronics-spring-2010/,MIT OpenCourseware
142,Ethics and the Law on the Electronic Frontier,"This course considers the interaction between law, policy, and technology as they relate to the evolving controversies over control of the Internet. In addition, there will be an in-depth treatment of privacy and the notion of “transparency” – regulations and technologies that govern the use of information, as well as access to information. Topics explored will include:

Legal Background for Regulation of the Internet
Fourth Amendment Law and Electronic Surveillance
Profiling, Data Mining, and the U.S. PATRIOT Act
Technologies for Anonymity and Transparency
The Policy-Aware Web

",https://ocw.mit.edu/courses/6-805-ethics-and-the-law-on-the-electronic-frontier-fall-2005/,MIT OpenCourseware
143,The Lexicon and Its Features,"This course provides an overview of the distinctive features which distinguish sound categories of languages of the world. Theories which relate these categories to their acoustic and articulatory correlates, both universally and in particular languages, are covered. Models of word recognition by listeners, features, and phonological structure are also discussed. In addition, the course offers a variety of perspectives on these issues, drawn from Electrical Engineering, Linguistics and Cognitive Science.",https://ocw.mit.edu/courses/24-941j-the-lexicon-and-its-features-spring-2007/,MIT OpenCourseware
144,Medical Decision Support,"This course presents the main concepts of decision analysis, artificial intelligence and predictive model construction and evaluation in the specific context of medical applications. It emphasizes the advantages and disadvantages of using these methods in real-world systems and provides hands-on experience. Its technical focus is on decision support, knowledge-based systems (qualitative and quantitative), learning systems (including logistic regression, classification trees, neural networks, rough sets), and techniques to evaluate the performance of such systems. It reviews computer-based diagnosis, planning and monitoring of therapeutic interventions. It also discusses implemented medical applications and the software tools used in their construction. Students produce a final project using the machine learning methods learned in the course, based on actual clinical data.
Lecturers
Prof. Stephan Dreiseitl
Prof. Ju Jan Kim
Prof. Bill Long
Prof. Marco Ramoni
Prof. Fred Resnic
Prof. David Wypij
",https://ocw.mit.edu/courses/hst-951j-medical-decision-support-spring-2003/,MIT OpenCourseware
145,Introduction to Programming in Java,"This course is an introduction to software engineering, using the Java™ programming language. It covers concepts useful to 6.005. Students will learn the fundamentals of Java. The focus is on developing high quality, working software that solves real problems.
The course is designed for students with some programming experience, but if you have none and are motivated you will do fine. Students who have taken 6.005 should not take this course. Each class is composed of one hour of lecture and one hour of assisted lab work.
This course is offered during the Independent Activities Period (IAP), which is a special 4-week term at MIT that runs from the first week of January until the end of the month.
",https://ocw.mit.edu/courses/6-092-introduction-to-programming-in-java-january-iap-2010/,MIT OpenCourseware
146,Algorithm Engineering,"This is a research-oriented course on algorithm engineering, which will cover both the theory and practice of algorithms and data structures. Students will learn about models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. We will study the design and implementation of sequential, parallel, cache-efficient, external-memory, and write-efficient algorithms for fundamental problems in computing. Many of the principles of algorithm engineering will be illustrated in the context of parallel algorithms and graph problems.",https://ocw.mit.edu/courses/6-5060-algorithm-engineering-spring-2023/,MIT OpenCourseware
147,"Receivers, Antennas, and Signals","This course explores the detection and measurement of radio and optical signals encountered in communications, astronomy, remote sensing, instrumentation, and radar. Topics covered include: statistical analysis of signal processing systems, including radiometers, spectrometers, interferometers, and digital correlation systems; matched filters and ambiguity functions; communications channel performance; measurement of random electromagnetic fields, angular filtering properties of antennas, interferometers, and aperture synthesis systems; and radiative transfer and parameter estimation.",https://ocw.mit.edu/courses/6-661-receivers-antennas-and-signals-spring-2003/,MIT OpenCourseware
148,Introduction to Electric Power Systems,"This course is an introductory subject in the field of electric power systems and electrical to mechanical energy conversion. Electric power has become increasingly important as a way of transmitting and transforming energy in industrial, military and transportation uses. Electric power systems are also at the heart of alternative energy systems, including wind and solar electric, geothermal and small scale hydroelectric generation.",https://ocw.mit.edu/courses/6-061-introduction-to-electric-power-systems-spring-2011/,MIT OpenCourseware
149,Networks,"This course will highlight common principles that permeate the functioning of networks and how the same issues related to robustness, fragility and interlinkages arise in several different types of networks. It will both introduce conceptual tools from dynamical systems, random graph models, optimization and game theory, and cover a wide variety of applications.",https://ocw.mit.edu/courses/14-15j-networks-spring-2018/,MIT OpenCourseware
150,Algorithm Engineering,"This is a research-oriented course on algorithm engineering, which will cover both the theory and practice of algorithms and data structures. Students will learn about models of computation, algorithm design and analysis, and performance engineering of algorithm implementations. We will study the design and implementation of sequential, parallel, cache-efficient, external-memory, and write-efficient algorithms for fundamental problems in computing. Many of the principles of algorithm engineering will be illustrated in the context of parallel algorithms and graph problems.",https://ocw.mit.edu/courses/6-5060-algorithm-engineering-spring-2023/,MIT OpenCourseware
151,Introduction to Electric Power Systems,"This course is an introductory subject in the field of electric power systems and electrical to mechanical energy conversion. Electric power has become increasingly important as a way of transmitting and transforming energy in industrial, military and transportation uses. Electric power systems are also at the heart of alternative energy systems, including wind and solar electric, geothermal and small scale hydroelectric generation.",https://ocw.mit.edu/courses/6-061-introduction-to-electric-power-systems-spring-2011/,MIT OpenCourseware
152,The Structure of Engineering Revolutions,"6.933J / STS.420J provides an integrated approach to engineering practice in the real world. Students of 6.933J / STS.420J research the life cycle of a major engineering project, new technology, or startup company from multiple perspectives: technical, economic, political, and cultural. Research involves interviewing inventors, reading laboratory notebooks, evaluating patents, and looking over the shoulders of engineers as they developed today’s technologies. This subject is for students who recognize that technical proficiency alone is only part of the formula for success in technology.",https://ocw.mit.edu/courses/6-933j-the-structure-of-engineering-revolutions-fall-2001/,MIT OpenCourseware
153,Game Theory with Engineering Applications,"This course is an introduction to the fundamentals of game theory and mechanism design. Motivations are drawn from engineered/networked systems (including distributed control of wireline and wireless communication networks, incentive-compatible/dynamic resource allocation, multi-agent systems, pricing and investment decisions in the Internet), and social models (including social and economic networks). The course emphasizes theoretical foundations, mathematical tools, modeling, and equilibrium notions in different environments.",https://ocw.mit.edu/courses/6-254-game-theory-with-engineering-applications-spring-2010/,MIT OpenCourseware
154,Practical Programming in C,"This course provides a thorough introduction to the C programming language, the workhorse of the UNIX operating system and lingua franca of embedded processors and micro-controllers. The first two weeks will cover basic syntax and grammar, and expose students to practical programming techniques. The remaining lectures will focus on more advanced concepts, such as dynamic memory allocation, concurrency and synchronization, UNIX signals and process control, library development and usage. Daily programming assignments and weekly laboratory exercises are required. Knowledge of C is highly marketable for summer internships, UROPs, and full-time positions in software and embedded systems development.",https://ocw.mit.edu/courses/6-087-practical-programming-in-c-january-iap-2010/,MIT OpenCourseware
155,Machine Learning for Inverse Graphics,"This course covers fundamental and advanced techniques in this field at the intersection of computer vision, computer graphics, and geometric deep learning. It will lay the foundations of how cameras see the world, how we can represent 3D scenes for artificial intelligence, how we can learn to reconstruct these representations from only a single image, how we can guarantee certain kinds of generalizations, and how we can train these models in a self-supervised way.",https://ocw.mit.edu/courses/6-s980-machine-learning-for-inverse-graphics-fall-2022/,MIT OpenCourseware
156,High Speed Communication Circuits and Systems,"6.976 covers circuit and system level design issues of high speed communication systems, with primary focus being placed on wireless and broadband data link applications. Specific circuit topics include transmission lines, high speed and low noise amplifiers, VCO’s, and high speed digital circuits. Specific system topics include frequency synthesizers, clock and data recovery circuits, and GMSK transceivers. In addition to learning analysis skills for the above items, students will gain a significant amount of experience in simulating circuits in SPICE and systems in CppSim (a custom C++ simulator).",https://ocw.mit.edu/courses/6-976-high-speed-communication-circuits-and-systems-spring-2003/,MIT OpenCourseware
157,Quantitative Physiology: Cells and Tissues,"In this subject, we consider two basic topics in cellular biophysics, posed here as questions:

Which molecules are transported across cellular membranes, and what are the mechanisms of transport? How do cells maintain their compositions, volume, and membrane potential?
How are potentials generated across the membranes of cells? What do these potentials do?

Although the questions posed are fundamentally biological questions, the methods for answering these questions are inherently multidisciplinary. As we will see throughout the course, the role of mathematical models is to express concepts precisely enough that precise conclusions can be drawn. In connection with all the topics covered, we will consider both theory and experiment. For the student, the educational value of examining the interplay between theory and experiment transcends the value of the specific knowledge gained in the subject matter.
This course is jointly offered through four departments, available to both undergraduates and graduates.
",https://ocw.mit.edu/courses/6-021j-quantitative-physiology-cells-and-tissues-fall-2004/,MIT OpenCourseware
